,Train Accuracy,Val Accuracy,Train Loss,Val Loss
Sigmoid,0.9950416684150696,0.9750000238418579,0.023330233991146088,0.09046953171491623
Tanh,0.9952916502952576,0.9723333120346069,0.015610179863870144,0.1128324344754219
ReLU,0.9936458468437195,0.9739999771118164,0.018346533179283142,0.12633275985717773
